Epoch,learning rate,training loss,training energy/scan RMSE (per atom),training energy/scan MAE (per atom),training forces[energy/scan] RMSE,training forces[energy/scan] MAE,training virial[energy/scan] RMSE (per atom),training virial[energy/scan] MAE (per atom),training mtt::dipole RMSE (per atom),training mtt::dipole MAE (per atom),validation loss,validation energy/scan RMSE (per atom),validation energy/scan MAE (per atom),validation forces[energy/scan] RMSE,validation forces[energy/scan] MAE,validation virial[energy/scan] RMSE (per atom),validation virial[energy/scan] MAE (per atom),validation mtt::dipole RMSE (per atom),validation mtt::dipole MAE (per atom)
,,,meV,meV,meV/A,meV/A,meV,meV,,,,meV,meV,meV/A,meV/A,meV,meV,,
4570,9.027e-07,4.985e+03,0.6960,0.5579, 42.01, 32.22, 1.818, 1.384,0.00167,0.001322,1.026e+03,0.8111,0.6440, 42.60, 32.74, 1.974, 1.497,0.001775,0.001401
4571,8.985e-07,4.981e+03,0.6931,0.5585, 42.02, 32.21, 1.838, 1.391,0.00160,0.001264,1.026e+03,0.8419,0.6646, 42.60, 32.75, 1.964, 1.487,0.001717,0.001329
4572,8.944e-07,4.977e+03,0.6918,0.5540, 42.01, 32.20, 1.808, 1.380,0.00161,0.001281,1.026e+03,0.8066,0.6409, 42.61, 32.75, 1.883, 1.427,0.001742,0.001382
4573,8.902e-07,4.974e+03,0.6946,0.5571, 42.00, 32.21, 1.774, 1.347,0.00158,0.001247,1.025e+03,0.8111,0.6442, 42.60, 32.75, 1.977, 1.498,0.001694,0.001324
4574,8.861e-07,4.981e+03,0.6906,0.5536, 42.01, 32.19, 1.828, 1.387,0.00162,0.001278,1.026e+03,0.8212,0.6506, 42.60, 32.74, 1.946, 1.477,0.001760,0.001335
4575,8.819e-07,4.968e+03,0.6893,0.5502, 42.01, 32.21, 1.817, 1.373,0.00163,0.001291,1.026e+03,0.8426,0.6646, 42.61, 32.75, 1.883, 1.429,0.001705,0.001321
4576,8.778e-07,4.983e+03,0.6975,0.5574, 42.03, 32.20, 1.789, 1.365,0.00161,0.001270,1.026e+03,0.7815,0.6432, 42.60, 32.75, 1.810, 1.376,0.001783,0.001398
4577,8.737e-07,4.986e+03,0.7035,0.5680, 42.04, 32.21, 1.781, 1.344,0.00159,0.001270,1.025e+03,0.8908,0.7066, 42.61, 32.75, 1.874, 1.419,0.001660,0.001319
4578,8.696e-07,4.974e+03,0.7005,0.5648, 42.00, 32.20, 1.847, 1.395,0.00159,0.001262,1.026e+03,0.7976,0.6384, 42.60, 32.74, 1.855, 1.408,0.001757,0.001339
4579,8.655e-07,4.982e+03,0.6959,0.5573, 42.02, 32.20, 1.823, 1.386,0.00159,0.001260,1.026e+03,0.8461,0.6695, 42.60, 32.74, 1.879, 1.429,0.001762,0.001393
4580,8.614e-07,4.970e+03,0.6957,0.5604, 42.01, 32.21, 1.792, 1.368,0.00160,0.001270,1.026e+03,0.7967,0.6379, 42.60, 32.75, 1.838, 1.402,0.001740,0.001337
4581,8.573e-07,4.981e+03,0.6981,0.5563, 42.00, 32.20, 1.795, 1.377,0.00162,0.001283,1.025e+03,0.8203,0.6507, 42.59, 32.74, 1.961, 1.489,0.001715,0.001376
4582,8.532e-07,4.966e+03,0.6926,0.5546, 41.99, 32.18, 1.838, 1.409,0.00163,0.001297,1.026e+03,0.8007,0.6386, 42.60, 32.74, 1.935, 1.470,0.001734,0.001334
4583,8.491e-07,4.983e+03,0.6923,0.5508, 42.03, 32.22, 1.775, 1.348,0.00162,0.001293,1.025e+03,0.8230,0.6524, 42.60, 32.75, 1.952, 1.483,0.001713,0.001325
4584,8.451e-07,4.982e+03,0.6935,0.5583, 42.00, 32.19, 1.820, 1.394,0.00166,0.001306,1.025e+03,0.8101,0.6460, 42.60, 32.74, 1.869, 1.422,0.001734,0.001379
4585,8.410e-07,4.974e+03,0.6980,0.5594, 42.01, 32.20, 1.802, 1.379,0.00159,0.001260,1.025e+03,0.8251,0.6551, 42.60, 32.74, 1.892, 1.437,0.001693,0.001322
4586,8.370e-07,4.987e+03,0.6939,0.5597, 42.00, 32.20, 1.841, 1.393,0.00160,0.001265,1.026e+03,0.8359,0.6607, 42.60, 32.74, 1.917, 1.461,0.001746,0.001343
4587,8.330e-07,4.987e+03,0.6958,0.5591, 42.02, 32.22, 1.810, 1.374,0.00163,0.001304,1.025e+03,0.8069,0.6431, 42.60, 32.74, 1.824, 1.389,0.001681,0.001312
4588,8.290e-07,4.987e+03,0.6923,0.5534, 42.00, 32.19, 1.774, 1.354,0.00161,0.001270,1.025e+03,0.8216,0.6518, 42.60, 32.74, 1.848, 1.405,0.001702,0.001335
4589,8.250e-07,4.975e+03,0.6898,0.5525, 42.02, 32.21, 1.797, 1.368,0.00162,0.001290,1.026e+03,0.8028,0.6407, 42.60, 32.74, 1.905, 1.449,0.001743,0.001372
4590,8.210e-07,4.974e+03,0.6946,0.5590, 42.01, 32.19, 1.843, 1.397,0.00158,0.001268,1.025e+03,0.8591,0.6814, 42.59, 32.74, 1.900, 1.445,0.001716,0.001319
4591,8.170e-07,4.973e+03,0.6926,0.5506, 41.99, 32.19, 1.772, 1.356,0.00158,0.001270,1.025e+03,0.7860,0.6432, 42.60, 32.74, 1.850, 1.407,0.001721,0.001335
4592,8.130e-07,4.981e+03,0.6999,0.5641, 42.02, 32.20, 1.773, 1.350,0.00159,0.001267,1.025e+03,0.8794,0.6987, 42.59, 32.74, 1.888, 1.434,0.001686,0.001308
4593,8.090e-07,4.965e+03,0.7024,0.5655, 42.00, 32.19, 1.826, 1.405,0.00155,0.001233,1.025e+03,0.7895,0.6404, 42.59, 32.74, 1.966, 1.493,0.001729,0.001359
4594,8.051e-07,4.976e+03,0.7045,0.5674, 42.02, 32.20, 1.840, 1.396,0.00159,0.001266,1.024e+03,0.8788,0.6969, 42.60, 32.74, 1.905, 1.447,0.001649,0.001302
4595,8.011e-07,4.980e+03,0.6988,0.5582, 42.03, 32.21, 1.758, 1.348,0.00164,0.001313,1.026e+03,0.7827,0.6448, 42.60, 32.74, 1.823, 1.388,0.001793,0.001378
4596,7.972e-07,4.977e+03,0.7177,0.5718, 42.00, 32.18, 1.849, 1.404,0.00161,0.001274,1.024e+03,0.8121,0.6460, 42.59, 32.73, 1.859, 1.414,0.001675,0.001305
4597,7.933e-07,4.981e+03,0.6888,0.5515, 42.01, 32.20, 1.832, 1.396,0.00161,0.001280,1.025e+03,0.8197,0.6506, 42.59, 32.74, 1.906, 1.444,0.001709,0.001347
4598,7.893e-07,4.962e+03,0.6862,0.5504, 42.01, 32.22, 1.772, 1.352,0.00160,0.001273,1.025e+03,0.8229,0.6533, 42.59, 32.74, 1.918, 1.452,0.001737,0.001332
4599,7.854e-07,4.973e+03,0.6936,0.5580, 42.02, 32.20, 1.811, 1.379,0.00163,0.001293,1.024e+03,0.8003,0.6396, 42.58, 32.73, 1.939, 1.470,0.001700,0.001338
4600,7.815e-07,4.975e+03,0.6936,0.5562, 42.00, 32.20, 1.841, 1.389,0.00160,0.001267,1.025e+03,0.8534,0.6764, 42.59, 32.74, 1.984, 1.505,0.001688,0.001320
4601,7.776e-07,4.968e+03,0.6981,0.5611, 42.01, 32.20, 1.810, 1.374,0.00161,0.001272,1.025e+03,0.8000,0.6382, 42.59, 32.74, 2.008, 1.518,0.001734,0.001360
4602,7.737e-07,4.978e+03,0.6971,0.5557, 42.03, 32.23, 1.806, 1.377,0.00160,0.001272,1.024e+03,0.8173,0.6493, 42.59, 32.73, 1.862, 1.412,0.001681,0.001316
4603,7.699e-07,4.972e+03,0.6902,0.5541, 42.01, 32.20, 1.853, 1.407,0.00160,0.001287,1.025e+03,0.8219,0.6514, 42.60, 32.74, 1.756, 1.335,0.001713,0.001320
4604,7.660e-07,4.969e+03,0.6904,0.5549, 42.03, 32.21, 1.711, 1.306,0.00154,0.001223,1.024e+03,0.8242,0.6535, 42.59, 32.74, 1.950, 1.477,0.001674,0.001314
4605,7.622e-07,4.973e+03,0.6843,0.5472, 42.00, 32.20, 1.773, 1.357,0.00160,0.001272,1.025e+03,0.8041,0.6407, 42.60, 32.75, 1.972, 1.495,0.001726,0.001331
4606,7.583e-07,4.972e+03,0.6930,0.5550, 42.02, 32.20, 1.849, 1.412,0.00162,0.001294,1.026e+03,0.8143,0.6474, 42.58, 32.73, 1.923, 1.459,0.001817,0.001399
4607,7.545e-07,4.982e+03,0.6929,0.5572, 42.00, 32.18, 1.827, 1.396,0.00161,0.001292,1.025e+03,0.8419,0.6650, 42.59, 32.74, 1.864, 1.418,0.001691,0.001323
4608,7.507e-07,4.985e+03,0.6973,0.5594, 42.00, 32.20, 1.803, 1.372,0.00159,0.001269,1.026e+03,0.8082,0.6444, 42.58, 32.72, 1.906, 1.450,0.001815,0.001405
4609,7.468e-07,4.976e+03,0.7022,0.5643, 41.99, 32.18, 1.850, 1.406,0.00163,0.001285,1.024e+03,0.8227,0.6544, 42.58, 32.73, 1.885, 1.431,0.001657,0.001303
4610,7.430e-07,4.967e+03,0.7094,0.5677, 41.98, 32.18, 1.781, 1.359,0.00157,0.001245,1.025e+03,0.7950,0.6382, 42.59, 32.74, 1.847, 1.403,0.001740,0.001334
4611,7.392e-07,4.983e+03,0.6908,0.5516, 42.01, 32.21, 1.759, 1.345,0.00162,0.001297,1.026e+03,0.8304,0.6585, 42.59, 32.73, 1.891, 1.433,0.001781,0.001383
4612,7.354e-07,4.975e+03,0.6885,0.5522, 42.00, 32.18, 1.818, 1.387,0.00167,0.001329,1.024e+03,0.8172,0.6499, 42.58, 32.73, 1.952, 1.478,0.001661,0.001304
4613,7.317e-07,4.968e+03,0.6906,0.5528, 42.01, 32.19, 1.832, 1.392,0.00155,0.001233,1.026e+03,0.8062,0.6419, 42.58, 32.73, 1.929, 1.459,0.001820,0.001405
4614,7.279e-07,4.975e+03,0.6940,0.5559, 41.99, 32.19, 1.818, 1.384,0.00159,0.001268,1.023e+03,0.8304,0.6573, 42.58, 32.73, 1.888, 1.431,0.001647,0.001314
4615,7.241e-07,4.964e+03,0.6899,0.5515, 41.97, 32.16, 1.786, 1.355,0.00163,0.001299,1.027e+03,0.7958,0.6380, 42.58, 32.73, 1.819, 1.386,0.001901,0.001452
4616,7.204e-07,4.990e+03,0.6941,0.5572, 42.02, 32.22, 1.772, 1.350,0.00170,0.001359,1.024e+03,0.8186,0.6504, 42.58, 32.73, 1.912, 1.453,0.001655,0.001302
4617,7.167e-07,4.971e+03,0.6915,0.5555, 41.97, 32.18, 1.785, 1.363,0.00159,0.001254,1.024e+03,0.8172,0.6490, 42.57, 32.73, 1.975, 1.499,0.001720,0.001341
4618,7.129e-07,4.986e+03,0.6893,0.5518, 41.99, 32.19, 1.839, 1.391,0.00162,0.001286,1.025e+03,0.8131,0.6461, 42.59, 32.74, 2.031, 1.534,0.001685,0.001313
4619,7.092e-07,4.991e+03,0.6898,0.5523, 42.03, 32.19, 1.850, 1.410,0.00161,0.001281,1.025e+03,0.8325,0.6581, 42.58, 32.73, 1.791, 1.357,0.001763,0.001366
4620,7.055e-07,4.973e+03,0.6892,0.5546, 42.00, 32.17, 1.799, 1.378,0.00162,0.001291,1.024e+03,0.8172,0.6482, 42.57, 32.72, 1.847, 1.399,0.001699,0.001321
4621,7.018e-07,4.978e+03,0.6955,0.5583, 41.98, 32.20, 1.794, 1.369,0.00159,0.001261,1.024e+03,0.8138,0.6459, 42.58, 32.73, 1.927, 1.460,0.001707,0.001324
4622,6.981e-07,4.982e+03,0.7051,0.5669, 42.01, 32.20, 1.806, 1.379,0.00163,0.001293,1.025e+03,0.8376,0.6627, 42.59, 32.73, 1.981, 1.501,0.001760,0.001384
4623,6.944e-07,4.984e+03,0.6969,0.5612, 42.01, 32.20, 1.796, 1.368,0.00165,0.001307,1.024e+03,0.7896,0.6425, 42.58, 32.73, 1.914, 1.452,0.001702,0.001320
4624,6.908e-07,4.970e+03,0.6999,0.5618, 41.99, 32.18, 1.801, 1.370,0.00160,0.001277,1.025e+03,0.8183,0.6505, 42.58, 32.73, 1.962, 1.488,0.001778,0.001379
4625,6.871e-07,4.970e+03,0.6918,0.5541, 42.01, 32.19, 1.859, 1.404,0.00162,0.001292,1.024e+03,0.8458,0.6692, 42.57, 32.72, 1.922, 1.457,0.001678,0.001315
4626,6.834e-07,4.979e+03,0.6939,0.5559, 41.97, 32.17, 1.832, 1.408,0.00160,0.001269,1.026e+03,0.8065,0.6419, 42.58, 32.73, 1.844, 1.397,0.001840,0.001426
4627,6.798e-07,4.978e+03,0.6863,0.5526, 42.02, 32.20, 1.809, 1.376,0.00165,0.001306,1.023e+03,0.8212,0.6506, 42.58, 32.73, 1.806, 1.369,0.001657,0.001304
4628,6.762e-07,4.968e+03,0.6912,0.5520, 42.01, 32.20, 1.806, 1.374,0.00162,0.001291,1.024e+03,0.8005,0.6383, 42.57, 32.72, 1.961, 1.482,0.001739,0.001354
4629,6.725e-07,4.988e+03,0.6893,0.5525, 42.02, 32.21, 1.830, 1.391,0.00162,0.001289,1.024e+03,0.8270,0.6563, 42.58, 32.73, 2.025, 1.529,0.001668,0.001310
4630,6.689e-07,4.986e+03,0.6886,0.5525, 41.99, 32.19, 1.825, 1.389,0.00159,0.001263,1.025e+03,0.8263,0.6552, 42.57, 32.72, 1.898, 1.439,0.001769,0.001379
4631,6.653e-07,4.981e+03,0.6914,0.5546, 42.00, 32.20, 1.837, 1.406,0.00162,0.001288,1.024e+03,0.8050,0.6407, 42.58, 32.73, 1.773, 1.350,0.001687,0.001313
4632,6.617e-07,4.969e+03,0.6928,0.5538, 41.98, 32.19, 1.745, 1.335,0.00159,0.001265,1.024e+03,0.8018,0.6388, 42.57, 32.72, 1.848, 1.402,0.001699,0.001317
4633,6.581e-07,4.952e+03,0.6894,0.5515, 41.98, 32.16, 1.787, 1.357,0.00161,0.001285,1.023e+03,0.8555,0.6783, 42.57, 32.72, 1.891, 1.432,0.001673,0.001316
4634,6.546e-07,4.980e+03,0.6965,0.5609, 42.01, 32.19, 1.825, 1.393,0.00161,0.001277,1.024e+03,0.7896,0.6382, 42.57, 32.72, 1.936, 1.467,0.001711,0.001337
4635,6.510e-07,4.972e+03,0.6997,0.5583, 42.00, 32.18, 1.830, 1.387,0.00159,0.001254,1.024e+03,0.8590,0.6815, 42.57, 32.72, 1.951, 1.480,0.001724,0.001334
4636,6.474e-07,4.978e+03,0.6946,0.5615, 42.01, 32.20, 1.835, 1.402,0.00163,0.001299,1.023e+03,0.8081,0.6435, 42.57, 32.72, 1.866, 1.413,0.001678,0.001316
4637,6.439e-07,4.970e+03,0.6932,0.5539, 41.97, 32.19, 1.802, 1.368,0.00160,0.001253,1.024e+03,0.8265,0.6557, 42.58, 32.73, 1.808, 1.371,0.001681,0.001320
4638,6.404e-07,4.963e+03,0.6819,0.5475, 42.00, 32.20, 1.778, 1.361,0.00162,0.001281,1.024e+03,0.8070,0.6428, 42.57, 32.72, 1.866, 1.415,0.001720,0.001344
4639,6.368e-07,4.977e+03,0.6932,0.5552, 42.00, 32.19, 1.815, 1.385,0.00157,0.001238,1.024e+03,0.8318,0.6587, 42.57, 32.72, 1.904, 1.445,0.001684,0.001317
4640,6.333e-07,4.966e+03,0.6915,0.5562, 41.98, 32.18, 1.772, 1.347,0.00161,0.001282,1.025e+03,0.8093,0.6447, 42.58, 32.73, 2.004, 1.516,0.001726,0.001364
4641,6.298e-07,4.981e+03,0.6895,0.5531, 41.99, 32.18, 1.840, 1.414,0.00157,0.001248,1.025e+03,0.8285,0.6569, 42.57, 32.72, 1.889, 1.434,0.001768,0.001341
4642,6.263e-07,4.966e+03,0.6929,0.5545, 41.98, 32.17, 1.793, 1.380,0.00158,0.001262,1.024e+03,0.8083,0.6436, 42.58, 32.72, 1.886, 1.432,0.001687,0.001343
4643,6.228e-07,4.981e+03,0.6924,0.5540, 42.00, 32.18, 1.816, 1.389,0.00160,0.001269,1.024e+03,0.8203,0.6521, 42.57, 32.72, 1.943, 1.474,0.001712,0.001319
4644,6.193e-07,4.975e+03,0.6878,0.5518, 41.99, 32.17, 1.813, 1.392,0.00157,0.001251,1.025e+03,0.8099,0.6451, 42.57, 32.72, 1.926, 1.457,0.001752,0.001367
4645,6.159e-07,4.961e+03,0.6851,0.5488, 42.00, 32.18, 1.812, 1.368,0.00161,0.001280,1.024e+03,0.8416,0.6647, 42.56, 32.72, 1.917, 1.449,0.001705,0.001317
4646,6.124e-07,4.961e+03,0.6950,0.5573, 41.99, 32.17, 1.796, 1.370,0.00158,0.001248,1.025e+03,0.8141,0.6471, 42.58, 32.72, 1.862, 1.410,0.001749,0.001367
4647,6.090e-07,4.964e+03,0.6928,0.5552, 41.97, 32.17, 1.805, 1.379,0.00159,0.001268,1.023e+03,0.8066,0.6417, 42.56, 32.71, 1.919, 1.454,0.001717,0.001318
4648,6.055e-07,4.962e+03,0.6866,0.5501, 41.95, 32.16, 1.816, 1.386,0.00159,0.001247,1.024e+03,0.8533,0.6757, 42.57, 32.72, 1.936, 1.467,0.001703,0.001334
4649,6.021e-07,4.966e+03,0.6947,0.5598, 42.00, 32.20, 1.790, 1.367,0.00160,0.001272,1.025e+03,0.7943,0.6409, 42.57, 32.72, 1.948, 1.474,0.001769,0.001339
4650,5.987e-07,4.967e+03,0.6995,0.5574, 41.98, 32.18, 1.850, 1.413,0.00161,0.001280,1.023e+03,0.8241,0.6539, 42.56, 32.72, 1.953, 1.477,0.001678,0.001342
4651,5.952e-07,4.960e+03,0.6873,0.5518, 41.98, 32.17, 1.840, 1.400,0.00159,0.001259,1.025e+03,0.8205,0.6522, 42.57, 32.72, 1.936, 1.464,0.001765,0.001335
4652,5.918e-07,4.977e+03,0.6944,0.5587, 41.97, 32.16, 1.824, 1.393,0.00160,0.001289,1.023e+03,0.8271,0.6557, 42.57, 32.72, 1.909, 1.446,0.001663,0.001335
4653,5.885e-07,4.978e+03,0.6929,0.5565, 41.95, 32.17, 1.785, 1.356,0.00161,0.001277,1.025e+03,0.8106,0.6447, 42.57, 32.72, 1.882, 1.429,0.001781,0.001350
4654,5.851e-07,4.965e+03,0.6929,0.5534, 42.00, 32.18, 1.765, 1.354,0.00160,0.001258,1.023e+03,0.8314,0.6582, 42.57, 32.72, 1.926, 1.462,0.001661,0.001320
4655,5.817e-07,4.973e+03,0.6932,0.5572, 41.99, 32.18, 1.800, 1.370,0.00159,0.001273,1.025e+03,0.7938,0.6372, 42.56, 32.71, 1.882, 1.429,0.001801,0.001372
4656,5.783e-07,4.965e+03,0.6960,0.5545, 41.97, 32.16, 1.777, 1.364,0.00159,0.001260,1.023e+03,0.8523,0.6755, 42.57, 32.72, 1.916, 1.453,0.001645,0.001306
4657,5.750e-07,4.974e+03,0.6948,0.5592, 41.98, 32.17, 1.829, 1.392,0.00159,0.001253,1.026e+03,0.8056,0.6408, 42.56, 32.72, 1.866, 1.417,0.001864,0.001419
4658,5.716e-07,4.968e+03,0.6909,0.5518, 41.99, 32.19, 1.824, 1.387,0.00163,0.001287,1.022e+03,0.8077,0.6422, 42.56, 32.71, 1.866, 1.417,0.001644,0.001308
4659,5.683e-07,4.973e+03,0.6905,0.5545, 41.98, 32.17, 1.795, 1.370,0.00162,0.001293,1.024e+03,0.8046,0.6405, 42.56, 32.71, 1.896, 1.436,0.001745,0.001335
4660,5.650e-07,4.969e+03,0.6993,0.5577, 41.99, 32.18, 1.800, 1.371,0.00163,0.001292,1.023e+03,0.8108,0.6448, 42.56, 32.71, 1.927, 1.458,0.001668,0.001317
4661,5.617e-07,4.972e+03,0.6945,0.5591, 41.97, 32.17, 1.783, 1.376,0.00161,0.001286,1.024e+03,0.8503,0.6740, 42.56, 32.72, 1.881, 1.424,0.001735,0.001328
4662,5.583e-07,4.956e+03,0.6986,0.5637, 41.95, 32.15, 1.815, 1.379,0.00159,0.001267,1.023e+03,0.7908,0.6386, 42.55, 32.71, 1.895, 1.436,0.001688,0.001360
4663,5.551e-07,4.962e+03,0.6977,0.5595, 41.96, 32.15, 1.801, 1.381,0.00159,0.001252,1.024e+03,0.8288,0.6549, 42.56, 32.72, 1.907, 1.448,0.001716,0.001321
4664,5.518e-07,4.970e+03,0.6867,0.5491, 41.98, 32.18, 1.808, 1.372,0.00163,0.001284,1.023e+03,0.8009,0.6378, 42.56, 32.71, 1.910, 1.450,0.001724,0.001368
4665,5.485e-07,4.957e+03,0.6934,0.5527, 41.98, 32.17, 1.801, 1.386,0.00161,0.001277,1.024e+03,0.8130,0.6460, 42.57, 32.72, 1.944, 1.474,0.001725,0.001325
4666,5.452e-07,4.973e+03,0.6912,0.5543, 41.97, 32.17, 1.789, 1.373,0.00159,0.001279,1.024e+03,0.8354,0.6601, 42.56, 32.71, 1.886, 1.431,0.001734,0.001354
4667,5.420e-07,4.968e+03,0.6922,0.5567, 41.97, 32.16, 1.823, 1.387,0.00161,0.001277,1.023e+03,0.7984,0.6373, 42.56, 32.71, 1.902, 1.441,0.001709,0.001331
4668,5.387e-07,4.977e+03,0.6949,0.5561, 41.99, 32.17, 1.804, 1.372,0.00159,0.001263,1.023e+03,0.8201,0.6500, 42.55, 32.71, 1.886, 1.431,0.001673,0.001310
4669,5.355e-07,4.979e+03,0.6917,0.5557, 41.97, 32.16, 1.792, 1.376,0.00159,0.001266,1.024e+03,0.8343,0.6593, 42.56, 32.71, 1.936, 1.468,0.001727,0.001345
4670,5.322e-07,4.952e+03,0.6874,0.5493, 41.95, 32.14, 1.805, 1.364,0.00161,0.001288,1.022e+03,0.8018,0.6392, 42.56, 32.71, 1.892, 1.435,0.001635,0.001303
4671,5.290e-07,4.982e+03,0.6895,0.5497, 42.01, 32.20, 1.839, 1.393,0.00160,0.001267,1.025e+03,0.8203,0.6513, 42.55, 32.71, 1.923, 1.457,0.001824,0.001419
4672,5.258e-07,4.964e+03,0.6924,0.5564, 41.97, 32.16, 1.802, 1.372,0.00162,0.001284,1.023e+03,0.8293,0.6569, 42.56, 32.71, 1.900, 1.439,0.001664,0.001304
4673,5.226e-07,4.961e+03,0.6941,0.5565, 41.95, 32.17, 1.784, 1.362,0.00161,0.001292,1.023e+03,0.8051,0.6410, 42.55, 32.71, 1.914, 1.451,0.001697,0.001333
4674,5.194e-07,4.965e+03,0.6897,0.5527, 41.96, 32.15, 1.815, 1.385,0.00159,0.001255,1.023e+03,0.8147,0.6470, 42.56, 32.71, 1.865, 1.415,0.001716,0.001339
4675,5.162e-07,4.979e+03,0.6913,0.5512, 41.99, 32.19, 1.788, 1.359,0.00162,0.001288,1.023e+03,0.8100,0.6436, 42.55, 32.71, 1.939, 1.471,0.001716,0.001322
4676,5.131e-07,4.971e+03,0.6895,0.5509, 41.99, 32.18, 1.840, 1.398,0.00162,0.001286,1.023e+03,0.8212,0.6508, 42.56, 32.71, 1.933, 1.466,0.001678,0.001344
4677,5.099e-07,4.961e+03,0.6917,0.5559, 41.97, 32.17, 1.785, 1.365,0.00162,0.001294,1.024e+03,0.8143,0.6457, 42.56, 32.71, 1.850, 1.407,0.001786,0.001353
4678,5.068e-07,4.970e+03,0.6942,0.5550, 41.96, 32.18, 1.769, 1.341,0.00159,0.001264,1.022e+03,0.7970,0.6346, 42.56, 32.71, 1.765, 1.347,0.001667,0.001315
4679,5.036e-07,4.969e+03,0.6942,0.5537, 41.97, 32.16, 1.759, 1.349,0.00161,0.001266,1.023e+03,0.8101,0.6433, 42.55, 32.71, 1.944, 1.474,0.001715,0.001325
4680,5.005e-07,4.963e+03,0.6911,0.5520, 41.99, 32.18, 1.801, 1.368,0.00160,0.001267,1.023e+03,0.8305,0.6562, 42.55, 32.71, 1.944, 1.474,0.001677,0.001306
4681,4.974e-07,4.968e+03,0.6894,0.5526, 41.99, 32.16, 1.823, 1.382,0.00161,0.001261,1.023e+03,0.8035,0.6396, 42.55, 32.70, 1.932, 1.467,0.001727,0.001344
4682,4.943e-07,4.968e+03,0.6902,0.5528, 41.96, 32.15, 1.851, 1.414,0.00161,0.001285,1.023e+03,0.8226,0.6520, 42.56, 32.71, 1.826, 1.391,0.001669,0.001307
4683,4.912e-07,4.959e+03,0.6911,0.5509, 41.94, 32.17, 1.775, 1.360,0.00158,0.001243,1.023e+03,0.7945,0.6355, 42.55, 32.70, 1.872, 1.422,0.001698,0.001338
4684,4.881e-07,4.970e+03,0.6834,0.5485, 41.98, 32.17, 1.806, 1.374,0.00157,0.001246,1.023e+03,0.8477,0.6706, 42.55, 32.71, 1.954, 1.481,0.001711,0.001320
4685,4.850e-07,4.961e+03,0.6931,0.5555, 41.98, 32.17, 1.789, 1.368,0.00157,0.001234,1.022e+03,0.8156,0.6470, 42.55, 32.70, 1.860, 1.414,0.001669,0.001328
4686,4.819e-07,4.971e+03,0.6901,0.5525, 41.95, 32.15, 1.823, 1.379,0.00161,0.001297,1.023e+03,0.8176,0.6487, 42.55, 32.70, 1.884, 1.431,0.001691,0.001314
4687,4.788e-07,4.966e+03,0.6921,0.5525, 41.96, 32.16, 1.819, 1.388,0.00159,0.001262,1.022e+03,0.8012,0.6386, 42.55, 32.70, 1.913, 1.451,0.001695,0.001342
4688,4.758e-07,4.973e+03,0.6917,0.5524, 41.98, 32.17, 1.805, 1.364,0.00158,0.001250,1.023e+03,0.8396,0.6643, 42.56, 32.71, 1.915, 1.452,0.001711,0.001317
4689,4.727e-07,4.967e+03,0.6897,0.5547, 41.93, 32.17, 1.808, 1.383,0.00164,0.001299,1.023e+03,0.8167,0.6498, 42.55, 32.70, 1.874, 1.420,0.001711,0.001325
4690,4.697e-07,4.971e+03,0.6932,0.5547, 41.96, 32.16, 1.806, 1.376,0.00161,0.001269,1.023e+03,0.7991,0.6381, 42.55, 32.71, 1.899, 1.441,0.001703,0.001348
4691,4.667e-07,4.974e+03,0.6957,0.5577, 41.95, 32.15, 1.793, 1.367,0.00162,0.001279,1.023e+03,0.8333,0.6592, 42.55, 32.70, 1.870, 1.422,0.001701,0.001315
4692,4.637e-07,4.975e+03,0.6905,0.5533, 41.98, 32.19, 1.822, 1.388,0.00157,0.001255,1.023e+03,0.8108,0.6453, 42.55, 32.70, 1.910, 1.451,0.001714,0.001342
4693,4.607e-07,4.967e+03,0.6882,0.5497, 41.95, 32.14, 1.806, 1.377,0.00158,0.001247,1.023e+03,0.8127,0.6468, 42.55, 32.70, 1.907, 1.447,0.001696,0.001316
4694,4.577e-07,4.963e+03,0.6915,0.5530, 41.98, 32.17, 1.791, 1.365,0.00160,0.001279,1.023e+03,0.8129,0.6462, 42.55, 32.70, 1.915, 1.453,0.001722,0.001378
4695,4.547e-07,4.973e+03,0.6872,0.5510, 42.00, 32.18, 1.805, 1.389,0.00162,0.001286,1.023e+03,0.8245,0.6534, 42.55, 32.71, 1.943, 1.472,0.001722,0.001325
4696,4.517e-07,4.970e+03,0.6905,0.5546, 41.96, 32.16, 1.806, 1.356,0.00160,0.001279,1.022e+03,0.8127,0.6458, 42.55, 32.70, 1.883, 1.427,0.001689,0.001326
4697,4.487e-07,4.966e+03,0.6856,0.5509, 41.94, 32.14, 1.843, 1.394,0.00157,0.001251,1.022e+03,0.8099,0.6436, 42.55, 32.70, 1.884, 1.426,0.001695,0.001317
4698,4.458e-07,4.963e+03,0.6910,0.5538, 41.97, 32.16, 1.803, 1.369,0.00161,0.001281,1.023e+03,0.8169,0.6478, 42.55, 32.70, 1.823, 1.384,0.001712,0.001326
4699,4.428e-07,4.963e+03,0.6892,0.5525, 41.95, 32.14, 1.777, 1.360,0.00158,0.001247,1.022e+03,0.8048,0.6402, 42.55, 32.70, 1.945, 1.474,0.001680,0.001310
4700,4.399e-07,4.968e+03,0.6921,0.5527, 41.95, 32.14, 1.792, 1.372,0.00160,0.001272,1.024e+03,0.8046,0.6402, 42.55, 32.70, 1.924, 1.460,0.001770,0.001355
